0.04	0.10
0.08	0.25
0.13	0.50
0.18	0.70
0.23	1.00
0.28	1.40
0.33	1.90
0.36	2.33
0.39	2.80
0.42	3.36
0.45	4.00
0.50	5.35
0.54	6.80
0.57	8.30
0.58	8.70
0.60	10.00
0.64	13.10
0.68	18.00
0.74	27.00
0.75	33.00
0.78	41.00
0.79	48.00
0.82	59.00
0.86	80.00
0.87	95.00
0.92	139.00
0.94	181.00
0.97	245.00
0.99	300.00
1.01	360.00
1.05	480.00
1.05	600.00
1.07	728.00
1.09	830.00
